Area,Rooms,Price
3439,4,4000000
1050,5,705000
830,5,710000
1690,6,1825000
2195,12,750000
871,4,680000
1707,8,2075000
2151,9,2925000
2380,8,1918000
2050,9,1675000
1240,4,920000
1152,7,1441000
1112,5,1045000
2062,7,1425000
830,3,570000
1107,4,1401000
1458,5,1600000
882,3,690000
1227,5,1455000
1624,6,1000000
1150,10,1300000
2463,7,1465000
1340,5,1325000
2106,7,1410000
2406,7,1370000
884,5,1195000
1800,7,1550000
544,2,560000
956,3,875000
827,4,879000
958,4,1175000
1259,4,1250000
1198,4,1430000
1270,2,1120000
3255,4,3700000
1382,5,1325000
5740,12,7500000
1048,5,479000
2765,12,945000
1362,6,1310000
863,4,560000
1198,5,936000
2060,8,1380000
2563,9,4100000
658,3,703000
752,3,750000
3373,13,565000
2200,10,1575000
2350,9,1710000
894,4,801000
1125,5,1115000
2024,8,1075000
1175,5,1300000
1873,6,2275000
1533,7,875000
1470,6,998000
1570,6,5450
925,5,1270000
854,8,3364000
1904,7,860000
896,4,558500
768,3,800000
964,4,915000
630,8,201000
1300,6,700000
1075,4,725000
1184,7,1105000
1523,8,1600000
1335,5,1120000
1279,5,810000
2083,8,1310000
1762,5,3500000
713,3,775000
1400,3,1250000
885,3,40000
562,3,420000
1125,4,1175000
1776,9,450000
1850,5,463000
1654,5,1305000
1072,3,1100000
1125,6,1230000
1494,6,1221000
1760,7,1395000
3483,14,1800000
1968,9,1450000
2819,5,5310000
2172,11,1815000
2500,6,1340000
2700,10,2300000
680,3,715000
577,2,575000
679,3,640000
938,4,730000
1,3,755000
1278,4,1245000
624,3,462000
580,2,560000
822,5,700000
1335,3,1225000
1461,5,1360000
1319,4,1600000
1109,5,1025000
1125,5,1455000
1188,5,1743000
4515,16,1289000
2420,8,3550000
1036,4,740000
2073,10,925000
2010,7,1080000
1400,5,1125000
1745,7,1800000
2164,7,1995000
1753,10,838000
1986,8,915000
1290,8,979000
2360,7,1125000
2540,10,2502000
1680,6,725000
2435,7,2050000
3810,15,500000
850,5,615000
963,5,1031000
747,3,610000
1611,5,2500000
1176,4,1080000
850,4,928000
2500,10,1300000
1705,6,1315000
1212,4,998000
1509,5,1398000
1594,8,860000
2462,7,2500000
2920,6,3400000
2902,8,1800000
2562,8,1800000
2798,8,2525000
1102,4,950000
1565,5,1075000
823,3,659000
575,3,656000
2857,7,3700000
3291,7,4200000
600,4,859000
1738,6,1600000
1950,7,815000
1796,7,853000
1984,7,2250000
1286,4,1150000
2000,5,1410000
859,4,810000
1825,9,1950000
1358,6,950000
620,4,655000
887,7,600000
799,3,662500
1031,4,945000
1526,5,2160000
1527,5,3100000
1290,6,1400000
1240,8,905000
1375,5,725000
1175,5,749000
1775,7,902000
671,3,830000
1725,7,1025000
2500,10,2350000
1042,4,910000
2482,6,1380000
2875,7,888000
1025,4,730000
1483,5,1010000
1074,5,1550000
1670,5,7500000
1300,8,650000
1944,6,815000
1592,6,1645000
2275,7,2139500
1904,7,835000
2520,5,1445000
1807,6,1500000
2307,6,1010000
927,3,850000
762,4,715000
1193,5,1316500
4080,14,1499000
1601,6,1650000
723,3,850000
895,4,859000
4012,11,11000000
960,5,725000
2915,9,3495000
1282,5,1030000
1192,5,1400000
1455,8,640000
1889,7,575000
1025,5,925000
2300,8,2725000
1709,6,2900000
1400,6,756000
3585,19,2200000
730,3,789000
912,3,1010000
1274,4,1635000
1755,6,1495000
1719,7,1435000
995,5,805000
2404,10,825000
1658,8,1700000
2554,8,2600000
1000,4,715000
1200,6,900000
1998,6,1661000
940,7,477000
2243,7,2100000
3000,7,1910000
1000,5,635000
1800,5,1725000
2825,6,5075000
925,5,790000
1670,5,2750000
1527,5,2850000
475,2,560000
912,3,930000
1570,3,1135000
600,4,550000
1736,7,1125000
1350,6,1452000
887,4,1040000
1574,8,1775000
2596,9,3975000
1310,6,1005000
1720,7,3150000
3358,8,4750000
1152,5,1690000
1219,6,382500
834,4,650000
864,4,665000
586,4,585000
756,3,840000
889,3,945000
1273,4,1425000
1317,4,1725000
1173,5,995000
1950,5,1425000
1532,5,1500000
2043,6,2150000
2400,6,2900000
1700,8,888000
1320,6,950000
695,5,525000
1911,6,1610000
1784,7,1270000
1361,6,680000
741,4,720000
932,4,1025000
2320,13,1275000
1120,5,450000
965,5,930000
2690,13,1560000
4758,10,3150000
1518,6,1350000
917,4,950000
776,3,448000
1086,2,1050000
1551,2,1125000
1100,5,940000
1600,6,1050000
800,4,1380500
1146,5,990000
2322,7,1834000
1245,6,2200000
1585,6,955000
701,5,660000
1514,6,1300000
1294,8,1375000
1983,8,1145000
3697,14,1480000
3485,12,3700000
1075,4,477000
1640,5,1050000
2236,7,2200000
2400,9,2420000
1600,5,605000
1600,6,670000
694,3,491000
1114,7,1005000
748,5,875000
1904,5,1387000
893,5,1025000
2078,9,1715000
1253,4,838000
2850,10,4200000
838,3,575000
1210,6,1450000
2600,10,1300000
875,5,450000
700,4,795000
1386,5,1450000
1762,5,2900000
1300,4,1450000
2361,7,2100000
1065,5,925000
825,5,1350000
1200,5,582000
1196,7,669000
1491,6,850000
1392,6,875000
1613,7,930000
732,3,905000
1907,6,1500000
1012,4,940000
2200,10,1350000
1953,7,1800000
818,3,675000
1150,5,1100000
1708,5,1575000
665,3,426000
1200,6,662500
962,5,1125500
908,5,870000
945,5,749000
1387,4,2500000
1190,4,900000
1025,5,878000
3412,10,2905000
2150,8,980000
1535,5,3400000
1204,8,780000
1740,5,970000
2321,7,3100000
849,4,925000
2140,6,1900000
1150,5,805000
744,3,575000
1405,6,775000
1464,6,836500
1210,5,1256000
801,4,682000
453,2,546000
1344,4,1189000
2461,7,1250000
799,3,850000
1334,6,1150000
3207,9,3950000
789,4,690000
1279,6,1250000
2031,7,2350000
2210,6,1758000
5000,12,6415000
1529,6,900000
3125,9,2501500
2432,9,1500000
970,6,850000
1325,6,962000
1600,7,1050000
1390,5,1080000
1005,5,510000
1085,4,958000
3100,10,1645000
827,4,1907000
1987,6,1410000
1175,5,1525000
940,3,835000
884,5,886000
925,5,790000
2500,6,982000
576,3,565000
563,4,750000
1855,8,1670000
923,4,875000
1154,5,1301000
1235,5,1250000
1525,6,1250000
1212,4,860000
1405,6,710000
2000,8,2725000
615,2,530000
3712,14,1425000
1626,4,1400000
1720,8,1600000
1900,6,1160000
1986,6,1700000
2062,9,850000
1500,6,1050000
1685,7,695000
830,3,645000
1240,4,1200000
1240,4,1200000
427,1,460000
755,3,838700
1244,5,1505000
812,5,725000
1638,6,915000
1450,6,1315000
2600,9,3250000
3004,12,720000
1705,7,995000
1612,5,1605000
8120,15,8600000
1300,6,961000
714,3,700000
1946,11,1450000
1078,4,1400000
1776,7,665000
2152,8,1410000
2352,7,750000
881,4,880441
867,2,705000
759,3,780000
930,4,825000
903,3,706000
2780,6,4995000
781,5,730000
1016,5,1600000
1125,5,850000
1440,5,937000
6175,15,10117500
1570,5,1050000
711,3,775000
3376,12,1745000
1263,5,975000
2503,6,2500000
3230,13,1430000
1360,5,900000
2560,12,1525000
1443,5,1219000
1565,6,1570000
1550,8,568000
1225,5,760000
620,3,620000
1072,3,1100000
2100,8,924000
938,4,945000
3875,18,2160000
2400,8,2100000
1600,6,830000
588,4,650000
1319,7,720000
642,3,660000
616,3,660000
657,3,845000
795,2,710000
2052,4,2650000
476,1,550000
1240,4,1350000
1105,5,700000
675,4,790000
1397,5,1005000
2400,8,1160000
1200,6,710000
1127,5,959000
1800,6,1300000
1478,6,2010000
1350,4,2075000
756,3,665000
1444,6,900000
2300,8,70000
2682,9,2300000
956,3,600000
1265,4,710000
1820,8,1425000
592,2,359000
744,3,543000
780,3,849000
1250,6,295000
2626,8,670000
1502,8,820000
710,4,875000
750,5,555000
800,5,436500
2775,8,130000
1520,6,1850000
2332,10,1502000
3370,8,3700000
2800,7,1310000
1305,5,1315000
2000,5,1725000
2250,10,956000
616,3,660000
870,4,915000
1097,4,1000000
2812,13,1770000
936,10,920000
687,3,615000
746,3,805000
632,3,500000
2288,9,535000
684,3,515000
1012,4,525000
600,3,655000
1937,4,1660000
1611,5,1810000
1565,5,1180000
2065,6,2600000
1000,5,1205000
1853,9,1575000
1252,5,1075000
1964,7,1010000
1129,9,1220000
2065,6,3150000
1534,4,360000
1130,8,1300000
619,4,605000
600,3,666000
982,5,1155000
788,4,745000
1409,4,1150000
1615,5,1560000
950,3,890000
650,4,525000
1890,6,1601000
1145,5,535
2416,8,710000
3500,13,2600000
1775,6,863500
652,3,726000
1569,5,1500500
825,4,1165000
1325,6,1600000
812,4,648000
1374,6,728000
795,3,715000
989,3,750000
1420,6,1200000
539,3,515000
1335,6,1060000
1610,7,1555000
3485,13,1925000
1050,5,886000
1936,8,620000
2057,5,640000
1150,5,680500
2040,7,1650000
592,2,415000
830,3,725000
2029,9,1475000
3170,9,3625000
1532,6,766000
544,3,635500
884,5,876000
963,5,1035000
962,5,1125500
884,5,1325000
755,3,880000
713,3,807000
2800,11,2650000
1124,5,1240000
1100,5,775500
3714,12,3110000
1798,6,776000
1495,4,700000
3360,12,2353000
544,3,635500
652,3,800000
884,5,733000
881,4,880441
990,5,1116000
691,3,820000
602,3,575000
436,2,520000
1850,8,990000
1145,4,1127000
3014,6,5500000
812,5,760000
1272,5,905000
1561,8,738000
2335,8,1388000
1080,6,4200000
2281,6,1800000
2350,10,1118000
600,3,666000
978,5,765000
1030,4,850000
1126,4,1175000
575,3,640000
1000,4,1250000
2200,6,1975000
1528,6,1252000
1425,12,1798000
1410,5,796000
1032,4,979000
2283,8,2150000
1721,6,1301000
903,4,599000
884,5,850000
1325,6,1100000
958,5,1073000
990,5,1116000
640,4,419000
1918,8,1400000
1190,5,790000
2400,12,599000
900,4,861000
884,5,1210000
921,5,840000
644,3,725000
1173,5,900000
2182,5,2350000
1750,6,1990000
2201,6,2900000
1834,7,850000
1800,5,999000
2295,9,2325000
3100,7,2350000
2191,6,1395000
1505,6,968000
2137,8,1115000
1632,6,580000
1300,5,975000
941,6,1120000
1496,9,1350000
1200,5,620000
788,3,861000
1500,5,1080000
1035,5,845000
1308,6,1700000
1800,6,850000
1550,6,1195000
1677,6,885000
2933,8,1539000
1780,8,1240000
2340,9,988600
2850,7,2475000
937,4,943000
884,3,740000
1691,5,1400000
778,3,738500
987,3,1205000
2600,10,1762500
840,4,600000
1358,8,1501000
1855,8,1950000
1350,7,725000
1144,5,725000
2248,9,1390000
1794,6,1014000
4498,9,6500000
2065,8,1465000
1314,6,1175000
669,3,150000
1021,4,488000
652,3,726000
881,5,904500
884,5,1325000
671,3,680000
795,2,618000
566,3,648000
1223,4,1100000
1166,4,1405000
929,4,1040000
2124,9,1160000
983,5,959000
1896,4,1578000
975,4,1565000
969,4,1000000
2465,9,3200000
1893,5,1350000
1253,6,985000
1690,5,965000
2731,7,3050000
1101,8,500000
1137,4,900000
1800,6,3210000
1527,5,3500000
862,3,785000
1250,5,950000
1265,5,665000
4474,11,6850000
1092,4,930000
975,5,682500
1000,5,689000
1000,5,592000
884,5,876000
657,3,845000
656,3,665000
1256,5,678000
4831,18,2633000
1101,4,1010000
682,4,720000
5175,19,2601388
1900,10,12920
1130,5,815000
825,4,1350000
5000,7,1405000
1832,6,1395000
1463,7,1535000
2430,6,2150000
2609,10,2225000
3877,12,2450000
1450,5,1100000
2310,9,1289600
2500,6,1350000
1769,5,1351000
2070,8,2125000
9540,13,8900000
1200,5,1040000
1940,7,1625000
3919,11,4725500
978,5,705000
1460,5,2900000
855,5,1200000
1225,4,3400000
788,3,861000
787,5,899000
963,5,1031000
1000,3,765000
755,3,920000
1037,4,1185000
1238,4,1450000
1043,6,638000
861,4,851000
1530,4,1325000
1583,6,1060000
1026,4,1200000
849,5,915000
997,4,560000
721,3,625000
764,3,760000
781,2,615000
1550,5,1800000
1419,6,1465000
1398,5,1300000
1491,6,752500
1725,6,1100000
1200,6,499000
1800,7,645000
3293,8,1810000
718,3,565000
544,3,649000
1153,4,720000
710,3,815000
1058,4,1315000
2250,8,975000
925,5,1250000
1155,4,308000
716,3,532000
2600,10,2850000
410,2,407500
2723,7,2500000
1787,6,1625000
750,5,140000
1326,6,570000
838,3,574000
1090,5,1300000
937,4,1373000
1177,6,1400000
1070,3,527000
778,3,829000
876,4,868000
876,4,868000
1063,5,695000
3003,6,3350000
2010,6,1300000
4142,14,1800000
1770,7,955500
3288,15,1468000
874,3,1050000
640,3,410000
652,3,676100
725,3,773000
742,2,650000
1278,4,1618000
972,4,1008500
973,5,1060000
732,3,610000
1740,9,950000
1544,6,1400000
630,3,499000
2200,7,790000
1690,6,825000
960,6,856000
1600,7,960000
677,3,650000
1650,6,1315000
1384,6,1075000
1920,13,1650000
1897,5,861000
653,3,330000
2164,6,1700000
3674,10,6750000
1275,5,890000
1750,7,653500
3070,6,1866500
656,3,665000
1531,5,910000
1225,5,1200000
1225,5,1200000
1794,8,1600000
989,4,775000
1687,4,989000
1111,4,1425000
2250,12,1437500
825,3,729000
1041,4,1300000
1694,7,1290000
1048,5,555000
894,4,713000
1900,6,1800000
1503,7,925000
4007,10,3205000
1355,5,1250000
1600,9,1350000
1106,5,775000
884,5,676500
636,3,695000
725,3,773000
1470,6,1450000
1440,5,1100000
1375,5,1279000
1046,4,999500
635,4,740000
1512,5,1995000
691,3,915000
1625,6,2505000
1982,8,880000
1225,5,625000
836,4,635000
642,3,660000
640,3,663500
967,4,851000
1025,5,1144000
1163,5,849000
545,3,649000
965,3,690000
954,6,979000
1807,6,775000
2423,11,900000
2710,11,950000
1230,5,1030000
1846,7,1355000
4050,18,825000
1665,7,1125000
1565,8,1220000
1100,5,650000
2328,8,920000
1175,5,855000
1150,5,810000
4107,7,4375000
1275,7,1050000
1675,6,1525000
747,3,373000
3163,9,3450000
639,3,569500
951,3,915000
2354,8,1150000
900,4,765000
3420,12,2550000
1100,5,510000
1473,5,1162500
1740,7,2035000
1421,5,995000
2537,8,1350000
1844,6,3450000
896,6,490000
1684,7,620000
694,3,780000
643,3,660000
639,3,677000
693,3,605000
1250,5,1350000
450,2,535000
1440,6,1250000
1718,7,1087500
1400,8,782000
977,4,975000
855,4,1153000
2560,12,1638000
1062,4,1025000
1500,6,955000
1704,7,968000
2106,6,1135000
1008,3,895000
2362,8,1800000
2140,11,2200500
1265,5,755000
1998,8,2610000
1118,5,750000
1355,8,785000
1788,7,973000
1300,8,1751000
1400,5,852000
955,4,1160000
442,2,338000
640,3,649000
640,3,649000
1278,5,915000
3852,17,1225000
2949,7,2040000
995,5,217000
1500,7,1118000
1335,9,1103000
1365,6,1120000
1048,4,780000
1996,7,1320000
1232,5,490000
643,3,660000
969,5,1000000
600,3,675000
885,4,695500
1300,6,700000
900,5,732500
1068,5,1050000
1296,5,1150000
1728,5,960000
1024,5,700000
1046,5,741000
1851,7,920000
1645,6,1020000
6293,14,5000000
906,5,466000
642,3,634000
778,3,738500
1105,5,1081000
795,3,850000
2381,9,1995000
590,4,634000
1275,4,1250000
600,4,601000
1004,5,930000
2848,5,3050000
969,5,725000
1925,6,1450000
1672,7,905000
2552,7,1200000
1768,6,1845000
4035,12,2350000
2464,6,1500000
1384,6,491000
1424,5,635500
1200,5,750000
652,3,800000
836,3,749000
1105,5,1081000
920,3,765000
1180,5,885000
1025,5,638000
2829,13,1305000
1450,4,875000
1360,5,800000
916,4,337500
884,5,849500
764,3,840000
870,4,700000
1300,5,1495000
620,3,678000
1475,6,1550000
3679,11,860000
1004,5,1100000
1370,5,985000
2975,9,920000
615,3,525000
2789,10,990000
1919,7,1070000
3013,11,1820000
813,4,600000
1350,4,1150000
812,4,768000
935,4,499000
1250,5,656000
725,2,550000
1419,5,1675000
1053,5,950000
1950,8,1300000
1366,6,1305000
1625,5,915000
610,4,640000
1011,4,780000
977,5,1000000
1048,4,1150000
2588,6,3075000
665,4,600000
1562,5,1390000
781,4,720000
3786,16,2150000
960,5,610000
1329,6,1153000
2880,12,1127000
1454,6,1340000
1350,6,980000
936,4,990000
819,3,1098000
673,2,630000
1396,6,1600000
2710,9,2900000
4400,8,5105000
3725,9,7400000
1320,6,1051500
1361,6,1130000
1553,8,1650000
1450,6,718000
2680,7,1799000
1675,5,656500
1106,2,755000
1169,8,660000
3356,8,4200000
4433,18,2030000
836,5,630000
1043,4,920000
432,1,448000
1165,4,1495000
750,5,805000
784,4,925000
728,4,415000
1583,6,1260000
795,2,781000
1488,4,1410000
2300,10,2500000
2269,7,1600000
1144,5,920000
900,4,525000
1974,6,1320000
1349,6,1099000
1100,6,485500
2192,8,577500
1654,5,1000000
819,3,1050000
1366,5,785000
899,3,929000
1390,8,960000
1900,12,5500000
677,3,711000
3280,9,3400000
1600,9,940000
1600,6,960000
2187,6,2200000
844,4,380000
2900,6,2330000
1647,5,2070000
2270,8,1407000
677,3,237500
618,3,539000
668,3,685000
1225,4,600000
900,4,850000
1854,6,660000
1060,4,400000
1334,6,790000
800,4,619000
2575,7,2100000
1072,5,850000
2830,8,4500000
1127,7,850000
977,4,1150000
621,2,460000
1780,5,1100000
837,3,970000
3700,12,1479000
1800,8,2300000
1684,6,1475000
2725,8,4950000
1040,5,975000
1845,8,3360000
938,5,700000
2090,7,1084000
2000,8,950000
1310,6,1400000
2040,11,2250000
2062,7,830000
1100,6,751000
1162,5,1050000
3802,15,588000
672,4,695000
1010,4,967000
675,3,740000
892,3,695000
892,3,695000
808,3,995000
1369,6,1800000
1591,5,1935000
550,4,407500
663,3,560000
831,5,620000
866,5,450000
700,5,810000
1275,6,760000
822,4,795000
1212,5,1100000
1932,7,1250000
1878,6,1589000
1908,6,1710000
1200,5,680000
1355,6,725000
900,13,895000
708,5,950000
1300,6,800000
681,3,630000
1250,5,823500
418,2,555000
1352,6,1195000
2355,7,601000
3000,7,873000
682,3,475000
1500,7,670000
981,4,704000
900,3,750000
1502,4,1400000
1102,5,735000
1856,3,1400000
1155,5,630000
1220,5,723000
2732,12,1059000
1200,4,926000
2362,7,2375000
2100,8,715000
1288,6,837000
1275,6,1001000
2800,6,1449500
669,3,390000
970,4,950000
5279,10,3102000
1102,5,610000
2175,6,1400000
868,4,940000
1325,5,952000
2200,6,1100000
2360,9,1295000
2612,10,2100000
1386,5,1550000
890,10,3775000
1360,4,540000
1770,6,2595000
963,5,700000
1306,4,1125000
1150,7,1225000
1612,7,1550000
1360,5,1005000
1053,5,630000
2548,5,1098000
2547,8,2500000
1000,4,700000
1285,6,910000
1534,5,1534500
2000,7,1122000
1404,6,705000
2436,8,2200000
1666,8,885000
1030,5,760000
2231,4,985000
1238,4,1400000
1126,4,1000500
1282,5,1252500
1100,2,1269000
1330,4,917500
2414,8,3300000
1572,7,1450000
1525,6,762000
615,2,500000
2664,7,1700000
1973,10,2000000
1012,5,785000
1900,9,1334500
1528,7,1220000
2798,19,2100000
2854,7,2699000
1200,5,901000
800,4,690000
3200,12,770000
1480,6,830000
1293,5,975000
2670,11,2458000
2400,11,2500000
988,4,975000
1425,6,535000
1112,5,575000
757,4,770000
1175,5,350000
1153,5,975000
1300,7,1480000
2600,10,2300000
3645,10,5650000
708,5,620000
2225,6,1620000
2198,9,1115000
2100,6,1175000
1316,5,900000
900,6,1105000
885,4,975000
2420,9,1400000
2450,7,1680000
1650,6,630000
1654,6,1450000
2295,7,950000
1614,9,1650000
672,3,575000
3218,6,3195000
1605,7,1005000
1325,6,1230000
2400,7,1285000
2066,6,2050000
1885,6,1895000
1440,8,1085000
1782,6,1600000
1000,4,596500
3375,14,2000000
1728,7,475000
872,4,585000
658,3,687000
1400,5,1425000
900,5,450000
1050,4,715000
1660,6,1075000
1650,8,1500000
809,4,571000
1273,4,1450000
3350,10,3253000
734,3,587500
1241,2,945000
1112,5,640000
2964,6,2150000
1375,5,750000
1827,7,1430000
1234,5,1011000
1468,5,666500
1192,6,1410000
1611,5,1725000
2655,9,1520000
1240,6,1125000
1068,5,442000
2052,4,2270000
926,5,825000
1065,5,935000
923,4,935000
1302,5,1250000
1170,6,625000
1212,5,500000
1299,6,1020000
1941,8,1242500
624,3,14000
1208,4,1249000
2600,8,2940000
1170,5,1126125
1155,6,536000
2333,8,725000
3862,15,1700000
1500,6,1000000
1490,8,125000
916,4,337500
503,4,490000
563,4,650000
1501,4,1290000
800,3,675000
1945,8,1735000
2045,5,1850000
1137,5,820000
1007,4,811000
667,3,410000
958,4,1120000
1226,4,996000
1161,5,1350000
1951,7,2150000
1080,5,467000
1050,5,891000
677,3,723000
692,3,737000
830,3,550000
629,3,605000
822,3,780000
675,3,607500
1469,4,1850000
2120,7,1410000
1347,4,2100000
753,4,770000
1226,4,975000
1852,6,1365000
1750,9,1510000
1300,6,655500
1190,5,1390000
1780,8,1200000
526,2,600000
1165,6,999000
1160,5,1588000
744,3,475000
2545,6,1629500
872,4,450000
693,3,700000
682,3,709000
1210,4,1167000
1069,4,1410000
1516,5,1555000
1286,4,1250000
800,4,530000
4820,10,5500000
2012,8,670000
910,4,515000
1125,5,1040000
624,3,665000
692,3,689000
692,3,709500
682,3,719500
627,3,740500
1596,5,1545000
696,3,350000
1200,5,1050000
1205,5,650000
1762,5,1820000
2860,13,460000
1190,6,870000
1123,4,1301000
1550,8,651000
1250,5,1296000
1362,6,766000
1640,10,930000
2734,7,6000000
1540,6,685000
1025,4,602000
673,3,521500
791,7,615000
1689,6,575000
968,6,855000
712,3,315500
655,3,685000
938,4,1087000
1596,5,1527000
770,4,755000
1653,5,1225000
750,3,652000
750,4,672500
1330,5,875000
1226,4,975000
3854,8,4400000
1375,7,1060000
1206,5,925000
1175,5,908000
1000,5,925000
1359,6,1300000
1373,6,1429000
5335,16,3230000
3059,12,1250000
1950,8,1220000
1806,8,555000
862,4,705000
833,5,708000
745,3,400000
670,3,685000
679,3,665000
677,3,709000
938,4,1094500
1596,5,1567000
925,5,784000
750,4,639000
750,3,642000
1330,4,860000
1226,4,910000
1330,4,967000
1225,3,1007000
1164,4,735000
1099,4,820000
1032,4,1060000
1075,4,1300000
931,5,990000
750,3,649000
1226,4,877500
1330,4,917000
1226,4,1012500
936,4,1065000
960,5,718000
1181,5,925000
3691,12,1265000
760,4,760000
1058,5,950000
1174,5,1051500
1560,8,925000
850,4,650000
1075,4,1210000
1123,4,1252000
1038,4,1254000
1059,4,1277000
1508,4,1400000
1226,4,885000
1226,4,1285000
1150,6,650000
1340,7,1085000
816,4,490000
1969,2,1622500
877,4,599000
2588,9,1750000
1543,7,1200000
2040,7,1725000
1577,6,700000
2491,6,1190000
3484,4,1050000
2418,7,2650000
2850,9,632000
2440,10,769000
3972,9,3550000
970,4,953000
770,4,695000
1937,10,1510000
1450,6,868000
1893,8,710000
1700,7,928000
2413,6,2130000
1775,6,1600000
1700,7,679000
1540,6,701000
1310,6,1660000
1850,6,2300000
1500,4,505000
1200,10,1255000
2187,8,1605000
1799,6,1735000
1743,6,1930000
975,4,1028000
624,3,652500
916,4,337500
1059,4,1162000
1059,4,1217000
1075,4,1257000
750,4,650000
1000,4,595000
1048,8,3225000
732,3,681000
829,3,610000
750,4,600000
1072,5,961000
1471,6,1100000
650,2,520000
850,4,620000
677,3,675000
1032,4,1094000
1135,5,781500
1236,5,1280000
1800,7,439000
1920,9,730000
1560,6,762000
5070,10,1420000
2100,7,1375000
938,4,1112000
694,4,569000
1413,7,1350000
1600,9,475000
1200,5,1275000
1520,5,1210000
1750,7,1420000
1634,6,1375000
900,5,780000
1510,6,819000
1455,7,628000
1812,9,1000000
1054,5,825000
2020,8,1670000
3900,6,1650000
1019,4,1060000
770,4,689000
744,4,709000
1054,5,985000
1226,4,1075000
1753,6,1025000
2999,8,1330000
1515,7,835000
2000,7,1650000
1061,4,977000
950,4,1100000
770,4,765000
744,4,775000
1400,4,781500
1025,5,535000
1444,5,1289000
2132,8,935000
3264,13,1370000
1131,4,905000
1010,5,330000
5085,15,1550000
1401,6,930000
1000,5,656000
995,5,670000
2980,10,1180000
1245,5,1550000
1601,5,2075000
663,3,639000
744,4,784000
1338,4,1150000
3011,8,2500000
1092,5,1045000
1726,7,665500
250,7,713000
1148,5,1305000
1344,5,1227000
1150,5,775000
1540,6,1260000
1300,6,511000
1543,7,1095000
1332,4,600000
1963,13,1175000
1541,7,1164500
1225,6,611000
672,3,507500
605,3,650000
602,3,411000
796,4,722000
1970,4,1356000
1674,7,1400000
2191,8,1500000
1250,11,590000
1000,14,720000
1551,3,760000
2188,8,850000
1128,5,1330000
1061,5,685000
900,4,897000
2465,6,6875000
1440,7,350000
2154,9,799000
1763,8,1625000
4862,10,8650000
1250,4,738000
1450,6,760000
950,4,770000
685,3,655000
1290,5,950000
750,4,799000
1530,9,1500000
2170,6,1605000
1650,6,2000000
2613,9,3800000
905,4,795000
1357,6,760000
1350,6,1025000
1370,6,780000
1855,12,340000
1626,7,710000
665,3,410000
1696,8,850000
728,4,720000
4434,18,345000
1755,6,1190000
877,4,620000
925,5,750000
852,4,750000
748,4,774000
616,3,470000
975,7,910000
1431,4,500000
1635,6,1195000
5085,15,1550000
1700,7,825000
2000,8,850000
1290,6,1200000
1603,6,1575000
1270,5,745000
2993,10,1216000
1950,5,720000
995,4,1150000
1175,4,1148000
1131,4,601000
1200,5,1009000
1312,5,910000
3160,10,1835000
3000,7,1525000
518,4,484000
970,4,550000
925,5,738000
504,3,600000
770,4,674000
807,3,706000
390,2,420000
1250,6,589000
1375,5,650000
811,4,730000
1270,5,1500000
1845,8,1900000
3773,9,6500000
841,4,650000
1958,8,1180000
1135,4,900000
1272,6,1350000
1000,4,550000
780,4,665000
2356,10,480000
1515,7,532000
985,5,585000
1512,6,1150000
592,2,375000
914,4,875500
2788,10,1795000
2059,8,1252000
1000,5,360000
2231,4,825000
329,2,375000
974,4,803000
3060,9,815000
1410,8,375000
1520,4,1325000
1864,6,1750000
957,4,651000
1076,5,760000
1183,6,499000
937,4,840000
1388,6,1068000
1024,5,1105000
1200,4,1100000
1890,7,1500000
2784,7,2875000
1208,4,1120000
3900,14,3225000
1328,6,905000
1300,6,715000
1393,5,911500
1213,6,949000
1904,7,800000
803,3,385000
1441,5,1175000
1205,5,771000
1030,4,900000
900,4,760000
1091,4,890000
1041,4,1000000
1117,6,1560000
2398,6,2000000
1256,5,887500
1315,8,848000
1300,6,785000
625,2,585000
1270,6,889000
1375,6,749500
1435,5,885000
971,3,1495000
1022,4,500000
2801,12,850000
1190,6,1525000
1187,5,665000
1771,6,982000
703,3,4650000
1525,7,1300000
1929,5,1450000
1158,5,799000
1490,7,2400000
900,5,700000
1200,5,1110000
1125,6,650000
839,4,850000
1225,5,946000
1343,5,820000
2282,8,184000
1858,9,2900000
4000,12,3500000
1664,7,980000
2874,11,1300000
1244,5,750000
820,3,795000
2790,6,3825000
1819,9,4615000
864,3,4615000
2495,4,485000
1756,7,1535000
2170,9,1150000
1852,7,840000
921,3,717000
875,4,637000
1399,5,2650000
1128,4,987000
835,4,1152000
812,4,521500
1771,7,1850000
900,8,950000
3839,8,1100000
1359,5,1331000
1385,4,598000
2718,7,3175000
3019,4,1400000
1456,5,1850000
880,4,965000
3170,9,3750000
882,5,702000
1339,6,500000
1050,5,602500
7147,15,3950000
2464,8,1505000
2336,9,1150000
951,4,805000
1380,4,1425000
3102,6,2275000
1093,5,233500
1457,4,960000
1917,10,1635000
1414,5,1105000
1925,7,1800000
662,6,630000
680,3,590000
1625,6,1205000
732,4,790000
653,2,537500
2800,8,1888000
500,5,450000
805,4,550000
1227,4,1450000
3028,8,2900000
1800,6,1285000
400,4,1300000
1850,6,579000
1835,9,1240000
2291,8,1200000
834,4,869000
1340,6,1450000
730,4,745000
1244,5,715000
2261,8,1550000
1964,9,1550000
2940,11,1150000
2800,10,2050000
1800,11,1028000
2400,8,1130000
506,3,568000
941,3,740000
1480,6,1280000
1823,7,813000
2280,9,2810000
3000,6,1410000
